DATE,DTB3,DTB4WK,DTB6,DTB1YR
23/04/2009,0.1,0.08,0.3,0.46
24/04/2009,0.1,0.07,0.3,0.47
27/04/2009,0.13,0.07,0.3,0.46
28/04/2009,0.13,0.05,0.31,0.49
29/04/2009,0.11,0.04,0.28,0.47
30/04/2009,0.14,0.04,0.28,0.46
01/05/2009,0.15,0.05,0.3,0.46
04/05/2009,0.19,0.13,0.33,0.48
05/05/2009,0.19,0.14,0.33,0.52
06/05/2009,0.19,0.14,0.31,0.5
07/05/2009,0.18,0.15,0.31,0.53
08/05/2009,0.18,0.15,0.3,0.54
11/05/2009,0.19,0.16,0.3,0.51
12/05/2009,0.19,0.16,0.3,0.52
13/05/2009,0.17,0.15,0.29,0.5
14/05/2009,0.16,0.1,0.27,0.48
15/05/2009,0.17,0.11,0.28,0.48
18/05/2009,0.19,0.11,0.3,0.48
19/05/2009,0.18,0.14,0.29,0.46
20/05/2009,0.18,0.18,0.27,0.42
21/05/2009,0.19,0.13,0.29,0.43
22/05/2009,0.18,0.13,0.29,0.46
25/05/2009,.,.,.,.
26/05/2009,0.18,0.12,0.3,0.47
27/05/2009,0.17,0.18,0.29,0.46
28/05/2009,0.15,0.14,0.3,0.45
29/05/2009,0.14,0.14,0.29,0.44
01/06/2009,0.13,0.13,0.29,0.44
02/06/2009,0.14,0.06,0.27,0.45
03/06/2009,0.14,0.08,0.26,0.44
04/06/2009,0.14,0.08,0.27,0.46
05/06/2009,0.19,0.07,0.34,0.61
08/06/2009,0.19,0.07,0.35,0.6
09/06/2009,0.19,0.09,0.31,0.54
10/06/2009,0.18,0.11,0.31,0.53
11/06/2009,0.19,0.09,0.3,0.51
12/06/2009,0.18,0.07,0.28,0.5
15/06/2009,0.17,0.07,0.29,0.48
16/06/2009,0.17,0.09,0.3,0.48
17/06/2009,0.17,0.11,0.31,0.47
18/06/2009,0.18,0.12,0.33,0.49
19/06/2009,0.18,0.1,0.32,0.48
22/06/2009,0.2,0.11,0.34,0.46
23/06/2009,0.2,0.15,0.34,0.46
24/06/2009,0.19,0.1,0.32,0.46
25/06/2009,0.18,0.06,0.3,0.43
26/06/2009,0.19,0.06,0.3,0.41
29/06/2009,0.2,0.1,0.36,0.46
30/06/2009,0.19,0.17,0.35,0.55
01/07/2009,0.17,0.13,0.32,0.53
02/07/2009,0.17,0.15,0.31,0.48
03/07/2009,.,.,.,.
06/07/2009,0.19,0.15,0.28,0.47
07/07/2009,0.19,0.16,0.28,0.45
08/07/2009,0.18,0.15,0.26,0.43
09/07/2009,0.19,0.16,0.26,0.45
10/07/2009,0.18,0.15,0.25,0.43
13/07/2009,0.18,0.15,0.28,0.45
14/07/2009,0.18,0.15,0.28,0.45
15/07/2009,0.18,0.11,0.28,0.47
16/07/2009,0.19,0.15,0.27,0.44
17/07/2009,0.17,0.15,0.28,0.45
20/07/2009,0.19,0.15,0.28,0.44
21/07/2009,0.19,0.16,0.27,0.43
22/07/2009,0.19,0.15,0.27,0.43
23/07/2009,0.19,0.15,0.28,0.45
24/07/2009,0.18,0.15,0.28,0.43
27/07/2009,0.19,0.14,0.27,0.44
28/07/2009,0.19,0.14,0.26,0.48
29/07/2009,0.19,0.14,0.26,0.49
30/07/2009,0.18,0.14,0.26,0.47
31/07/2009,0.18,0.14,0.25,0.47
03/08/2009,0.19,0.14,0.28,0.47
04/08/2009,0.18,0.15,0.28,0.45
05/08/2009,0.18,0.15,0.28,0.47
06/08/2009,0.17,0.15,0.27,0.46
07/08/2009,0.18,0.14,0.29,0.5
10/08/2009,0.19,0.14,0.29,0.47
11/08/2009,0.18,0.14,0.28,0.46
12/08/2009,0.17,0.14,0.27,0.44
13/08/2009,0.17,0.1,0.27,0.42
14/08/2009,0.18,0.09,0.25,0.41
17/08/2009,0.18,0.1,0.27,0.42
18/08/2009,0.18,0.14,0.27,0.4
19/08/2009,0.17,0.1,0.25,0.4
20/08/2009,0.17,0.11,0.25,0.39
21/08/2009,0.17,0.1,0.25,0.41
24/08/2009,0.17,0.1,0.26,0.4
25/08/2009,0.17,0.12,0.26,0.46
26/08/2009,0.15,0.11,0.25,0.44
27/08/2009,0.15,0.11,0.25,0.45
28/08/2009,0.15,0.11,0.24,0.43
31/08/2009,0.15,0.11,0.24,0.42
01/09/2009,0.14,0.08,0.23,0.42
02/09/2009,0.14,0.09,0.22,0.39
03/09/2009,0.15,0.09,0.23,0.4
04/09/2009,0.14,0.09,0.23,0.4
07/09/2009,.,.,.,.
08/09/2009,0.14,0.09,0.24,0.39
09/09/2009,0.14,0.09,0.22,0.38
10/09/2009,0.14,0.08,0.21,0.37
11/09/2009,0.14,0.08,0.21,0.36
14/09/2009,0.14,0.07,0.21,0.37
15/09/2009,0.13,0.05,0.21,0.36
16/09/2009,0.1,0.03,0.2,0.35
17/09/2009,0.1,0.03,0.2,0.37
18/09/2009,0.08,0.03,0.2,0.37
21/09/2009,0.11,0.04,0.2,0.36
22/09/2009,0.11,0.05,0.2,0.41
23/09/2009,0.11,0.05,0.2,0.4
24/09/2009,0.1,0.03,0.19,0.38
25/09/2009,0.1,0.03,0.2,0.4
28/09/2009,0.11,0.02,0.18,0.39
29/09/2009,0.13,0.07,0.19,0.39
30/09/2009,0.14,0.06,0.18,0.38
01/10/2009,0.1,0.03,0.15,0.35
02/10/2009,0.1,0.03,0.15,0.35
05/10/2009,0.08,0.03,0.15,0.34
06/10/2009,0.08,0.05,0.15,0.35
07/10/2009,0.09,0.06,0.14,0.32
08/10/2009,0.06,0.03,0.15,0.33
09/10/2009,0.07,0.04,0.16,0.35
12/10/2009,.,.,.,.
13/10/2009,0.07,0.04,0.15,0.32
14/10/2009,0.07,0.05,0.15,0.32
15/10/2009,0.07,0.06,0.15,0.32
16/10/2009,0.07,0.06,0.17,0.33
19/10/2009,0.08,0.06,0.18,0.34
20/10/2009,0.08,0.05,0.17,0.38
21/10/2009,0.07,0.05,0.17,0.39
22/10/2009,0.06,0.02,0.15,0.37
23/10/2009,0.07,0.02,0.18,0.39
26/10/2009,0.08,0.04,0.18,0.4
27/10/2009,0.08,0.05,0.17,0.38
28/10/2009,0.07,0.04,0.17,0.37
29/10/2009,0.06,0.02,0.17,0.38
30/10/2009,0.05,0.01,0.16,0.35
02/11/2009,0.06,0.03,0.17,0.36
03/11/2009,0.06,0.04,0.17,0.36
04/11/2009,0.05,0.05,0.16,0.33
05/11/2009,0.04,0.06,0.16,0.33
06/11/2009,0.06,0.06,0.16,0.31
09/11/2009,0.07,0.06,0.17,0.31
10/11/2009,0.07,0.06,0.16,0.3
11/11/2009,.,.,.,.
12/11/2009,0.07,0.06,0.16,0.29
13/11/2009,0.06,0.05,0.17,0.29
16/11/2009,0.07,0.05,0.17,0.28
17/11/2009,0.06,0.05,0.16,0.32
18/11/2009,0.04,0.04,0.15,0.29
19/11/2009,0.02,0.03,0.14,0.26
20/11/2009,0.02,0.04,0.13,0.26
23/11/2009,0.05,0.05,0.14,0.28
24/11/2009,0.05,0.06,0.14,0.27
25/11/2009,0.05,0.07,0.14,0.25
26/11/2009,.,.,.,.
27/11/2009,0.03,0.06,0.14,0.25
30/11/2009,0.06,0.08,0.15,0.25
01/12/2009,0.06,0.09,0.15,0.24
02/12/2009,0.05,0.08,0.15,0.26
03/12/2009,0.06,0.09,0.16,0.28
04/12/2009,0.06,0.08,0.17,0.33
07/12/2009,0.04,0.08,0.16,0.29
08/12/2009,0.03,0.02,0.15,0.26
09/12/2009,0.03,0.01,0.14,0.28
10/12/2009,0.02,0.01,0.15,0.29
11/12/2009,0.03,0.01,0.16,0.32
14/12/2009,0.04,0.02,0.16,0.33
15/12/2009,0.05,0.02,0.17,0.4
16/12/2009,0.04,0.02,0.17,0.37
17/12/2009,0.04,0.01,0.15,0.34
18/12/2009,0.05,0.01,0.16,0.35
21/12/2009,0.08,0,0.17,0.39
22/12/2009,0.08,0.01,0.18,0.39
23/12/2009,0.07,0.01,0.17,0.39
24/12/2009,0.05,0.02,0.18,0.41
25/12/2009,.,.,.,.
28/12/2009,0.11,0.02,0.2,0.44
29/12/2009,0.1,0.02,0.2,0.44
30/12/2009,0.05,0.02,0.19,0.42
31/12/2009,0.06,0.04,0.2,0.44
01/01/2010,.,.,.,.
04/01/2010,0.08,0.05,0.18,0.41
05/01/2010,0.07,0.03,0.17,0.37
06/01/2010,0.06,0.03,0.15,0.36
07/01/2010,0.05,0.02,0.16,0.36
08/01/2010,0.05,0.02,0.15,0.33
11/01/2010,0.04,0.01,0.13,0.3
12/01/2010,0.05,0.02,0.14,0.34
13/01/2010,0.06,0.02,0.15,0.36
14/01/2010,0.05,0.02,0.14,0.33
15/01/2010,0.06,0.03,0.15,0.32
18/01/2010,.,.,.,.
19/01/2010,0.06,0.03,0.14,0.32
20/01/2010,0.05,0.03,0.14,0.3
21/01/2010,0.06,0.02,0.14,0.3
22/01/2010,0.06,0.02,0.14,0.28
25/01/2010,0.06,0.02,0.14,0.28
26/01/2010,0.07,0.02,0.14,0.3
27/01/2010,0.08,0.01,0.16,0.31
28/01/2010,0.08,0.01,0.15,0.29
29/01/2010,0.08,0.02,0.15,0.28
01/02/2010,0.1,0.05,0.17,0.3
02/02/2010,0.1,0.04,0.17,0.3
03/02/2010,0.1,0.05,0.17,0.32
04/02/2010,0.09,0.04,0.16,0.29
05/02/2010,0.1,0.03,0.17,0.28
08/02/2010,0.12,0.03,0.17,0.29
09/02/2010,0.12,0.05,0.18,0.34
10/02/2010,0.11,0.06,0.19,0.37
11/02/2010,0.11,0.05,0.18,0.37
12/02/2010,0.1,0.04,0.18,0.34
15/02/2010,.,.,.,.
16/02/2010,0.1,0.04,0.18,0.33
17/02/2010,0.1,0.07,0.18,0.34
18/02/2010,0.1,0.07,0.18,0.35
19/02/2010,0.11,0.06,0.2,0.37
22/02/2010,0.11,0.06,0.19,0.35
23/02/2010,0.12,0.08,0.2,0.34
24/02/2010,0.12,0.08,0.19,0.32
25/02/2010,0.13,0.09,0.19,0.3
26/02/2010,0.13,0.09,0.19,0.3
01/03/2010,0.13,0.08,0.19,0.3
02/03/2010,0.14,0.09,0.19,0.3
03/03/2010,0.14,0.09,0.19,0.3
04/03/2010,0.14,0.09,0.19,0.31
05/03/2010,0.15,0.1,0.2,0.34
08/03/2010,0.16,0.1,0.21,0.35
09/03/2010,0.16,0.12,0.21,0.37
10/03/2010,0.15,0.12,0.21,0.38
11/03/2010,0.16,0.12,0.22,0.39
12/03/2010,0.15,0.1,0.23,0.4
15/03/2010,0.17,0.11,0.24,0.39
16/03/2010,0.16,0.14,0.24,0.4
17/03/2010,0.15,0.13,0.23,0.39
18/03/2010,0.16,0.14,0.25,0.39
19/03/2010,0.16,0.13,0.24,0.4
22/03/2010,0.15,0.13,0.24,0.39
23/03/2010,0.14,0.11,0.23,0.38
24/03/2010,0.14,0.12,0.23,0.41
25/03/2010,0.14,0.12,0.24,0.41
26/03/2010,0.14,0.11,0.24,0.4
29/03/2010,0.15,0.11,0.24,0.39
30/03/2010,0.16,0.13,0.24,0.4
31/03/2010,0.16,0.15,0.24,0.38
01/04/2010,0.16,0.16,0.24,0.39
02/04/2010,0.16,0.15,0.25,0.42
05/04/2010,0.18,0.16,0.27,0.44
06/04/2010,0.17,0.17,0.26,0.48
07/04/2010,0.17,0.16,0.25,0.46
08/04/2010,0.17,0.16,0.24,0.45
09/04/2010,0.16,0.16,0.24,0.45
12/04/2010,0.16,0.15,0.24,0.44
13/04/2010,0.16,0.15,0.24,0.43
14/04/2010,0.16,0.15,0.24,0.43
15/04/2010,0.16,0.16,0.23,0.41
16/04/2010,0.16,0.15,0.23,0.39
19/04/2010,0.16,0.15,0.23,0.4
20/04/2010,0.16,0.14,0.24,0.4
21/04/2010,0.15,0.14,0.23,0.41
22/04/2010,0.16,0.15,0.24,0.42
23/04/2010,0.16,0.14,0.25,0.43
26/04/2010,0.16,0.14,0.25,0.43
27/04/2010,0.16,0.14,0.24,0.39
28/04/2010,0.16,0.14,0.24,0.39
29/04/2010,0.17,0.15,0.23,0.38
30/04/2010,0.16,0.14,0.24,0.38
03/05/2010,0.17,0.14,0.25,0.39
04/05/2010,0.16,0.15,0.24,0.42
05/05/2010,0.15,0.14,0.22,0.38
06/05/2010,0.11,0.06,0.16,0.33
07/05/2010,0.13,0.08,0.2,0.37
10/05/2010,0.16,0.13,0.22,0.38
11/05/2010,0.16,0.15,0.23,0.37
12/05/2010,0.16,0.16,0.22,0.38
13/05/2010,0.16,0.15,0.22,0.38
14/05/2010,0.16,0.15,0.22,0.33
17/05/2010,0.16,0.16,0.23,0.34
18/05/2010,0.17,0.17,0.23,0.33
19/05/2010,0.17,0.17,0.23,0.33
20/05/2010,0.17,0.17,0.22,0.32
21/05/2010,0.17,0.17,0.23,0.33
24/05/2010,0.17,0.16,0.23,0.33
25/05/2010,0.17,0.16,0.22,0.33
26/05/2010,0.17,0.16,0.23,0.34
27/05/2010,0.17,0.16,0.23,0.34
28/05/2010,0.16,0.15,0.22,0.32
31/05/2010,.,.,.,.
01/06/2010,0.16,0.14,0.23,0.32
02/06/2010,0.16,0.13,0.22,0.37
03/06/2010,0.14,0.13,0.22,0.37
04/06/2010,0.14,0.12,0.22,0.33
07/06/2010,0.12,0.1,0.21,0.34
08/06/2010,0.12,0.1,0.19,0.33
09/06/2010,0.1,0.08,0.17,0.32
10/06/2010,0.1,0.06,0.18,0.33
11/06/2010,0.08,0.04,0.16,0.29
14/06/2010,0.07,0.02,0.15,0.29
15/06/2010,0.09,0.03,0.16,0.29
16/06/2010,0.1,0.06,0.17,0.28
17/06/2010,0.09,0.05,0.16,0.26
18/06/2010,0.11,0.04,0.17,0.28
21/06/2010,0.12,0.04,0.17,0.27
22/06/2010,0.13,0.08,0.18,0.27
23/06/2010,0.13,0.07,0.19,0.28
24/06/2010,0.13,0.07,0.19,0.27
25/06/2010,0.13,0.04,0.2,0.27
28/06/2010,0.17,0.06,0.22,0.28
29/06/2010,0.15,0.09,0.22,0.31
30/06/2010,0.18,0.17,0.22,0.31
01/07/2010,0.17,0.16,0.22,0.31
02/07/2010,0.17,0.16,0.22,0.3
05/07/2010,.,.,.,.
06/07/2010,0.17,0.17,0.21,0.31
07/07/2010,0.16,0.17,0.2,0.3
08/07/2010,0.15,0.17,0.19,0.29
09/07/2010,0.16,0.16,0.2,0.29
12/07/2010,0.16,0.16,0.2,0.29
13/07/2010,0.15,0.16,0.2,0.29
14/07/2010,0.15,0.16,0.19,0.26
15/07/2010,0.15,0.16,0.2,0.26
16/07/2010,0.15,0.14,0.19,0.26
19/07/2010,0.17,0.15,0.2,0.26
20/07/2010,0.16,0.16,0.19,0.25
21/07/2010,0.16,0.16,0.19,0.25
22/07/2010,0.16,0.15,0.2,0.25
23/07/2010,0.16,0.15,0.2,0.25
26/07/2010,0.16,0.15,0.2,0.27
27/07/2010,0.15,0.16,0.21,0.3
28/07/2010,0.15,0.15,0.2,0.3
29/07/2010,0.15,0.15,0.2,0.29
30/07/2010,0.15,0.14,0.2,0.28
02/08/2010,0.16,0.14,0.2,0.27
03/08/2010,0.16,0.15,0.2,0.26
04/08/2010,0.16,0.15,0.2,0.27
05/08/2010,0.15,0.15,0.19,0.26
06/08/2010,0.15,0.14,0.19,0.24
09/08/2010,0.15,0.14,0.19,0.25
10/08/2010,0.15,0.15,0.19,0.24
11/08/2010,0.15,0.15,0.19,0.24
12/08/2010,0.16,0.15,0.18,0.24
13/08/2010,0.15,0.14,0.19,0.24
16/08/2010,0.16,0.15,0.19,0.24
17/08/2010,0.17,0.16,0.19,0.24
18/08/2010,0.16,0.16,0.19,0.24
19/08/2010,0.16,0.16,0.19,0.24
20/08/2010,0.15,0.15,0.19,0.24
23/08/2010,0.16,0.15,0.19,0.24
24/08/2010,0.16,0.17,0.2,0.27
25/08/2010,0.16,0.17,0.19,0.26
26/08/2010,0.16,0.17,0.19,0.25
27/08/2010,0.15,0.17,0.19,0.26
30/08/2010,0.14,0.16,0.19,0.25
31/08/2010,0.14,0.16,0.19,0.24
01/09/2010,0.13,0.16,0.19,0.24
02/09/2010,0.14,0.15,0.18,0.24
03/09/2010,0.14,0.15,0.19,0.24
06/09/2010,.,.,.,.
07/09/2010,0.14,0.13,0.18,0.24
08/09/2010,0.14,0.1,0.19,0.23
09/09/2010,0.14,0.1,0.19,0.24
10/09/2010,0.14,0.1,0.19,0.25
13/09/2010,0.15,0.09,0.19,0.25
14/09/2010,0.15,0.11,0.2,0.25
15/09/2010,0.15,0.11,0.2,0.24
16/09/2010,0.16,0.12,0.2,0.24
17/09/2010,0.16,0.12,0.2,0.25
20/09/2010,0.17,0.11,0.2,0.25
21/09/2010,0.17,0.12,0.2,0.26
22/09/2010,0.16,0.12,0.19,0.25
23/09/2010,0.16,0.13,0.2,0.25
24/09/2010,0.15,0.09,0.19,0.25
27/09/2010,0.16,0.07,0.19,0.25
28/09/2010,0.16,0.08,0.2,0.25
29/09/2010,0.16,0.12,0.2,0.26
30/09/2010,0.16,0.14,0.19,0.26
01/10/2010,0.16,0.15,0.19,0.25
04/10/2010,0.13,0.15,0.19,0.25
05/10/2010,0.12,0.14,0.18,0.24
06/10/2010,0.13,0.14,0.17,0.23
07/10/2010,0.13,0.15,0.17,0.22
08/10/2010,0.12,0.14,0.16,0.2
11/10/2010,.,.,.,.
12/10/2010,0.13,0.14,0.17,0.2
13/10/2010,0.13,0.14,0.18,0.21
14/10/2010,0.14,0.15,0.17,0.21
15/10/2010,0.14,0.14,0.17,0.21
18/10/2010,0.15,0.14,0.18,0.22
19/10/2010,0.14,0.14,0.18,0.22
20/10/2010,0.14,0.14,0.17,0.22
21/10/2010,0.13,0.13,0.18,0.22
22/10/2010,0.13,0.13,0.18,0.21
25/10/2010,0.14,0.13,0.18,0.22
26/10/2010,0.14,0.14,0.18,0.22
27/10/2010,0.14,0.14,0.18,0.22
28/10/2010,0.13,0.14,0.18,0.22
29/10/2010,0.12,0.14,0.17,0.21
01/11/2010,0.13,0.14,0.16,0.21
02/11/2010,0.13,0.13,0.16,0.21
03/11/2010,0.13,0.13,0.16,0.21
04/11/2010,0.13,0.13,0.17,0.2
05/11/2010,0.13,0.13,0.16,0.21
08/11/2010,0.13,0.12,0.16,0.21
09/11/2010,0.13,0.11,0.16,0.23
10/11/2010,0.13,0.12,0.16,0.23
11/11/2010,.,.,.,.
12/11/2010,0.13,0.11,0.17,0.25
15/11/2010,0.14,0.12,0.19,0.27
16/11/2010,0.15,0.13,0.19,0.27
17/11/2010,0.14,0.13,0.19,0.26
18/11/2010,0.15,0.13,0.19,0.26
19/11/2010,0.14,0.12,0.19,0.26
22/11/2010,0.15,0.12,0.2,0.25
23/11/2010,0.15,0.15,0.2,0.25
24/11/2010,0.16,0.16,0.2,0.27
25/11/2010,.,.,.,.
26/11/2010,0.16,0.16,0.21,0.27
29/11/2010,0.18,0.16,0.21,0.27
30/11/2010,0.17,0.18,0.21,0.26
01/12/2010,0.16,0.17,0.2,0.27
02/12/2010,0.16,0.16,0.19,0.28
03/12/2010,0.14,0.14,0.19,0.25
06/12/2010,0.15,0.14,0.19,0.25
07/12/2010,0.14,0.08,0.19,0.26
08/12/2010,0.15,0.08,0.18,0.28
09/12/2010,0.14,0.09,0.18,0.28
10/12/2010,0.13,0.09,0.18,0.27
13/12/2010,0.15,0.09,0.19,0.27
14/12/2010,0.15,0.09,0.2,0.3
15/12/2010,0.14,0.08,0.2,0.3
16/12/2010,0.13,0.08,0.19,0.3
17/12/2010,0.11,0.05,0.18,0.29
20/12/2010,0.14,0.02,0.19,0.29
21/12/2010,0.14,0.09,0.19,0.29
22/12/2010,0.14,0.07,0.2,0.29
23/12/2010,0.14,0.06,0.19,0.29
24/12/2010,.,.,.,.
27/12/2010,0.17,0.04,0.22,0.3
28/12/2010,0.15,0.08,0.21,0.29
29/12/2010,0.13,0.05,0.2,0.28
30/12/2010,0.12,0.05,0.2,0.27
31/12/2010,0.12,0.06,0.19,0.27
03/01/2011,0.15,0.1,0.19,0.27
04/01/2011,0.14,0.12,0.19,0.26
05/01/2011,0.14,0.13,0.19,0.29
06/01/2011,0.15,0.13,0.18,0.28
07/01/2011,0.14,0.13,0.18,0.27
10/01/2011,0.15,0.14,0.18,0.27
11/01/2011,0.15,0.15,0.19,0.28
12/01/2011,0.15,0.15,0.18,0.26
13/01/2011,0.15,0.15,0.18,0.26
14/01/2011,0.15,0.14,0.18,0.26
17/01/2011,.,.,.,.
18/01/2011,0.16,0.15,0.19,0.25
19/01/2011,0.16,0.16,0.19,0.26
20/01/2011,0.16,0.15,0.19,0.26
21/01/2011,0.16,0.15,0.19,0.26
24/01/2011,0.16,0.15,0.18,0.27
25/01/2011,0.16,0.15,0.18,0.26
26/01/2011,0.16,0.15,0.18,0.26
27/01/2011,0.15,0.13,0.17,0.24
28/01/2011,0.15,0.13,0.15,0.23
31/01/2011,0.15,0.15,0.17,0.24
01/02/2011,0.15,0.16,0.18,0.25
02/02/2011,0.16,0.15,0.18,0.26
03/02/2011,0.14,0.14,0.18,0.27
04/02/2011,0.15,0.13,0.18,0.28
07/02/2011,0.16,0.13,0.18,0.28
08/02/2011,0.15,0.14,0.18,0.31
09/02/2011,0.14,0.11,0.18,0.3
10/02/2011,0.12,0.08,0.16,0.29
11/02/2011,0.12,0.08,0.16,0.29
14/02/2011,0.13,0.09,0.17,0.29
15/02/2011,0.13,0.11,0.17,0.29
16/02/2011,0.12,0.1,0.16,0.28
17/02/2011,0.09,0.08,0.15,0.26
18/02/2011,0.1,0.08,0.15,0.27
21/02/2011,.,.,.,.
22/02/2011,0.12,0.1,0.16,0.26
23/02/2011,0.12,0.12,0.16,0.25
24/02/2011,0.13,0.13,0.16,0.24
25/02/2011,0.13,0.12,0.16,0.25
28/02/2011,0.15,0.13,0.18,0.24
01/03/2011,0.14,0.07,0.16,0.23
02/03/2011,0.13,0.12,0.17,0.24
03/03/2011,0.13,0.12,0.16,0.26
04/03/2011,0.12,0.11,0.16,0.24
07/03/2011,0.11,0.1,0.16,0.23
08/03/2011,0.11,0.07,0.16,0.26
09/03/2011,0.1,0.07,0.15,0.25
10/03/2011,0.08,0.04,0.14,0.24
11/03/2011,0.08,0.04,0.13,0.23
14/03/2011,0.09,0.05,0.14,0.21
15/03/2011,0.1,0.07,0.14,0.22
16/03/2011,0.1,0.06,0.14,0.2
17/03/2011,0.08,0.06,0.14,0.23
18/03/2011,0.07,0.06,0.14,0.22
21/03/2011,0.1,0.06,0.16,0.23
22/03/2011,0.1,0.07,0.16,0.23
23/03/2011,0.09,0.06,0.15,0.22
24/03/2011,0.09,0.04,0.17,0.24
25/03/2011,0.09,0.04,0.17,0.27
28/03/2011,0.11,0.03,0.18,0.27
29/03/2011,0.1,0.06,0.17,0.28
30/03/2011,0.1,0.03,0.17,0.27
31/03/2011,0.09,0.05,0.17,0.26
01/04/2011,0.07,0.03,0.15,0.23
04/04/2011,0.06,0.02,0.13,0.2
05/04/2011,0.07,0.05,0.15,0.29
06/04/2011,0.06,0.03,0.14,0.28
07/04/2011,0.04,0.03,0.12,0.26
08/04/2011,0.04,0.02,0.12,0.26
11/04/2011,0.05,0.02,0.12,0.25
12/04/2011,0.05,0.02,0.11,0.23
13/04/2011,0.06,0.03,0.11,0.22
14/04/2011,0.07,0.04,0.13,0.24
15/04/2011,0.07,0.04,0.12,0.23
18/04/2011,0.07,0.03,0.11,0.22
19/04/2011,0.06,0.04,0.11,0.22
20/04/2011,0.06,0.04,0.11,0.22
21/04/2011,0.06,0.03,0.11,0.21
22/04/2011,.,.,.,.
25/04/2011,0.07,0.03,0.12,0.21
26/04/2011,0.07,0.02,0.11,0.2
27/04/2011,0.06,0.03,0.11,0.2
28/04/2011,0.04,0.02,0.1,0.21
29/04/2011,0.04,0.02,0.11,0.19
02/05/2011,0.05,0.02,0.1,0.19
03/05/2011,0.03,0.02,0.09,0.2
04/05/2011,0.03,0.02,0.07,0.19
05/05/2011,0.02,0.01,0.07,0.19
06/05/2011,0.02,0.02,0.07,0.17
09/05/2011,0.03,0.01,0.07,0.16
10/05/2011,0.03,0.02,0.07,0.18
11/05/2011,0.03,0.01,0.07,0.17
12/05/2011,0.02,0.01,0.07,0.17
13/05/2011,0.03,0.01,0.08,0.18
16/05/2011,0.04,0.02,0.07,0.17
17/05/2011,0.04,0.03,0.07,0.17
18/05/2011,0.05,0.03,0.08,0.17
19/05/2011,0.05,0.02,0.1,0.18
20/05/2011,0.05,0.03,0.1,0.16
23/05/2011,0.06,0.03,0.1,0.18
24/05/2011,0.06,0.04,0.11,0.18
25/05/2011,0.06,0.04,0.1,0.17
26/05/2011,0.05,0.04,0.1,0.16
27/05/2011,0.05,0.04,0.11,0.16
30/05/2011,.,.,.,.
31/05/2011,0.06,0.04,0.12,0.16
01/06/2011,0.05,0.04,0.11,0.18
02/06/2011,0.04,0.04,0.11,0.19
03/06/2011,0.04,0.04,0.1,0.18
06/06/2011,0.05,0.03,0.1,0.17
07/06/2011,0.05,0.01,0.11,0.17
08/06/2011,0.04,0.01,0.11,0.17
09/06/2011,0.05,0.02,0.1,0.18
10/06/2011,0.05,0.02,0.1,0.18
13/06/2011,0.05,0.02,0.11,0.17
14/06/2011,0.05,0.03,0.11,0.18
15/06/2011,0.05,0.02,0.11,0.18
16/06/2011,0.05,0.02,0.11,0.17
17/06/2011,0.04,0.02,0.1,0.16
20/06/2011,0.03,0.02,0.1,0.17
21/06/2011,0.03,0.01,0.1,0.17
22/06/2011,0.02,0.01,0.09,0.15
23/06/2011,0.01,0.01,0.07,0.14
24/06/2011,0.02,0.01,0.07,0.15
27/06/2011,0.02,0.01,0.1,0.16
28/06/2011,0.03,0.01,0.11,0.21
29/06/2011,0.02,0.01,0.11,0.19
30/06/2011,0.03,0.01,0.1,0.19
01/07/2011,0.02,0.01,0.1,0.19
04/07/2011,.,.,.,.
05/07/2011,0.02,0.01,0.08,0.18
06/07/2011,0.01,0.01,0.06,0.18
07/07/2011,0.03,0.03,0.07,0.19
08/07/2011,0.03,0.03,0.07,0.16
11/07/2011,0.03,0.02,0.07,0.16
12/07/2011,0.03,0.01,0.07,0.17
13/07/2011,0.01,0.01,0.05,0.15
14/07/2011,0.01,0.01,0.05,0.14
15/07/2011,0.02,0.02,0.05,0.14
18/07/2011,0.02,0.01,0.06,0.14
19/07/2011,0.03,0.02,0.07,0.16
20/07/2011,0.02,0.01,0.08,0.17
21/07/2011,0.05,0.04,0.09,0.18
22/07/2011,0.05,0.05,0.09,0.18
25/07/2011,0.05,0.05,0.1,0.18
26/07/2011,0.07,0.07,0.11,0.21
27/07/2011,0.08,0.08,0.12,0.21
28/07/2011,0.07,0.1,0.13,0.21
29/07/2011,0.1,0.17,0.16,0.2
01/08/2011,0.1,0.14,0.16,0.21
02/08/2011,0.06,0.05,0.13,0.16
03/08/2011,0.02,0.01,0.08,0.15
04/08/2011,0.02,0.01,0.05,0.11
05/08/2011,0.01,0.01,0.05,0.1
08/08/2011,0.05,0.02,0.07,0.11
09/08/2011,0.03,0.02,0.06,0.1
10/08/2011,0.02,0.02,0.06,0.09
11/08/2011,0.03,0.01,0.08,0.1
12/08/2011,0.02,0.01,0.07,0.1
15/08/2011,0.02,0,0.08,0.11
16/08/2011,0.03,0.02,0.07,0.11
17/08/2011,0.01,0.01,0.06,0.11
18/08/2011,0.01,0.01,0.05,0.09
19/08/2011,0.02,0,0.04,0.09
22/08/2011,0.01,0.01,0.04,0.08
23/08/2011,0.01,0.01,0.04,0.1
24/08/2011,0.02,0.02,0.04,0.11
25/08/2011,0.01,0.01,0.03,0.1
26/08/2011,0.01,0,0.02,0.09
29/08/2011,0.02,0,0.05,0.09
30/08/2011,0.01,0.01,0.05,0.09
31/08/2011,0.02,0.01,0.05,0.1
